Autor;Titel;Nr;Passage;Aussage;Code des Typs;Annotator/in;Anmerkung;E1;Relation;E2;POST
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;434-435;Einer der bedeutendsten rousseauistischen Romane ist Bernardin de Saint-Pierres <e1>Paul et Virginie</e1><rel>(1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die </rel><e2>Natur</e2> ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur.;Paul et Virginie about Natur;about;SH;;Paul et Virginie;(1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die ;Natur;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436;"Rousseauist ist auch <e1>Rétif de la Bretonne</e1><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der </rel><e2>Selbstdarstellung</e2>, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet.";Rétif de la Bretonne topicInterest Selbstdarstellung;topicInterest;SH;neues Thema;Rétif de la Bretonne;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der ";Selbstdarstellung;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436;"Rousseauist ist auch <e1>Rétif de la Bretonne</e1><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (</rel><e2>Monsieur Nicolas</e2>, 1794-1797) sich selbst widmet.";Rétif de la Bretonne author Monsieur Nicolas;author;SH;;Rétif de la Bretonne;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (";Monsieur Nicolas;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436;"Rousseauist ist auch <e2>Rétif de la Bretonne</e2><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (</rel><e1>Monsieur Nicolas</e1>, 1794-1797) sich selbst widmet.";Monsieur Nicolas hasAuthor Rétif de la Bretonne;hasAuthor;SH;;Monsieur Nicolas;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (";Rétif de la Bretonne;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436;"Rousseauist ist auch Rétif de la Bretonne, der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der <e2>Selbstdarstellung</e2><rel> der seine umfangreiche, geradezu exhibitionistische Autobiographie (</rel><e1>Monsieur Nicolas</e1>, 1794-1797) sich selbst widmet.";Monsieur Nicolas about Selbstdarstellung*;about;SH;*des Autors;Monsieur Nicolas; der seine umfangreiche, geradezu exhibitionistische Autobiographie (;Selbstdarstellung;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch <e1>Rétif de la Bretonne</e1><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (</rel><e2>Le paysan perverti ou les dangers de la ville</e2>, 1776; La paysanne pervertie, 1784).";Rétif de la Bretonne author Le paysan perverti ou les dangers de la ville;author;SH;;Rétif de la Bretonne;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (";Le paysan perverti ou les dangers de la ville;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch <e2>Rétif de la Bretonne</e2><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (</rel><e1>Le paysan perverti ou les dangers de la ville</e1>, 1776; La paysanne pervertie, 1784).";Le paysan perverti ou les dangers de la ville hasAuthor Rétif de la Bretonne;hasAuthor;SH;;Le paysan perverti ou les dangers de la ville;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (";Rétif de la Bretonne;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch <e1>Rétif de la Bretonne</e1><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; </rel><e2>La paysanne pervertie</e2>, 1784).";Rétif de la Bretonne author La paysanne pervertie;author;SH;;Rétif de la Bretonne;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; ";La paysanne pervertie;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch <e2>Rétif de la Bretonne</e2><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; </rel><e1>La paysanne pervertie</e1>, 1784).";La paysanne pervertie hasAuthor Rétif de la Bretonne;hasAuthor;SH;;La paysanne pervertie;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; ";Rétif de la Bretonne;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch <e1>Rétif de la Bretonne</e1><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und </rel><e2>zivilisationskritisch</e2>-moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; La paysanne pervertie, 1784).";Rétif de la Bretonne topicInterest Zivilisation;topicInterest;SH;;Rétif de la Bretonne;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und ";zivilisationskritisch;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch <e1>Rétif de la Bretonne</e1><rel> der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter </rel><e2>Moralist</e2> und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; La paysanne pervertie, 1784).";Rétif de la Bretonne topicInterest Moral;topicInterest;SH;;Rétif de la Bretonne;" der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter ";Moralist;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch Rétif de la Bretonne, der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und <e2>zivilisationskritisch</e2><rel>moralistisch ausgerichtet (</rel><e1>Le paysan perverti ou les dangers de la ville</e1>, 1776; La paysanne pervertie, 1784).";Le paysan perverti ou les dangers de la ville about Zivilisation;about;SH;;Le paysan perverti ou les dangers de la ville;moralistisch ausgerichtet (;zivilisationskritisch;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch Rétif de la Bretonne, der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter <e2>Moralist</e2><rel>und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (</rel><e1>Le paysan perverti ou les dangers de la ville</e1>, 1776; La paysanne pervertie, 1784).";Le paysan perverti ou les dangers de la ville about Moral;about;SH;;Le paysan perverti ou les dangers de la ville;und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (;Moralist;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch Rétif de la Bretonne, der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter Moralist und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und <e2>zivilisationskritisch</e2><rel>moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; </rel><e1>La paysanne pervertie</e1>, 1784).";La paysanne pervertie about Zivilisation;about;SH;;La paysanne pervertie;"moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; ";zivilisationskritisch;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;436-437;"Rousseauist ist auch Rétif de la Bretonne, der ""Rousseau du ruisseau"" (Melchior Grimm), ein gleichfalls sendungsbewußter <e2>Moralist</e2><rel>und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; </rel><e1>La paysanne pervertie</e1>, 1784).";La paysanne pervertie about Moral;about;SH;;La paysanne pervertie;"und zugleich ein Fanatiker der Selbstdarstellung, der seine umfangreiche, geradezu exhibitionistische Autobiographie (Monsieur Nicolas, 1794-1797) sich selbst widmet. Die meisten seiner Romane sind autobiographisch fundiert und zivilisationskritisch-moralistisch ausgerichtet (Le paysan perverti ou les dangers de la ville, 1776; ";Moralist;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;438;"Die <e2>Anti</e2><rel>Justine (1798), die </rel><e1>Rétif</e1> gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" Erotik und Sexualität in Richtung Pornographie.";Rétif de la Bretonne author Anti-Justine;author;SH;;Rétif;Justine (1798), die ;Anti;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;438;"Die <e1>Anti-Justine</e1> (1798), die Rétif gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" Erotik und Sexualität in Richtung Pornographie.";Anti-Justine hasAuthor Rétif de la Bretonne;hasAuthor;SH;;Anti-Justine;;Not Found;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;438;"Die Anti-Justine (1798), die <e1>Rétif</e1><rel>gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" </rel><e2>Erotik</e2> und Sexualität in Richtung Pornographie.";Rétif de la Bretonne topicInterest Erotik;topicInterest;SH;;Rétif;"gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" ";Erotik;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;438;"Die <e1>Anti-Justine</e1><rel>(1798), die Rétif gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" </rel><e2>Erotik</e2> und Sexualität in Richtung Pornographie.";Anti-Justine about Erotik;about;SH;;Anti-Justine;"(1798), die Rétif gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" ";Erotik;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;438;"Die Anti-Justine (1798), die <e1>Rétif</e1><rel>gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" Erotik und </rel><e2>Sexualität</e2> in Richtung Pornographie.";Rétif de la Bretonne topicInterest Sexualität;topicInterest;SH;;Rétif;"gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" Erotik und ";Sexualität;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;438;"Die <e1>Anti-Justine</e1><rel>(1798), die Rétif gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" Erotik und </rel><e2>Sexualität</e2> in Richtung Pornographie.";Anti-Justine about Sexualität;about;SH;;Anti-Justine;"(1798), die Rétif gegen Sades Justine schreibt, bewegt sich allerdings in ihrer Glorifizierung ""normaler"" Erotik und ";Sexualität;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, <e1>Choderlos de Laclos</e1><rel> Seine </rel><e2>Liaisons dangereuses</e2> (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter Sadismus und extreme Eitelkeit, geschieht mit dem Mittel des Briefs.";Choderlos de Laclos author Liaisons dangereuses;author;SH;;Choderlos de Laclos; Seine ;Liaisons dangereuses;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, <e2>Choderlos de Laclos</e2><rel> Seine </rel><e1>Liaisons dangereuses</e1> (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter Sadismus und extreme Eitelkeit, geschieht mit dem Mittel des Briefs.";Liaisons dangereuses hasAuthor Choderlos de Laclos;hasAuthor;SH;;Liaisons dangereuses; Seine ;Choderlos de Laclos;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, <e1>Choderlos de Laclos</e1>. Seine Liaisons dangereuses (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter Sadismus und extreme Eitelkeit, geschieht mit dem Mittel des Briefs.";Choderlos de Laclos topicInterest Enthüllung;topicInterest;SH;neues Thema;Choderlos de Laclos;;Not Found;ND
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, <e1>Choderlos de Laclos</e1><rel> Seine Liaisons dangereuses (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur </rel><e2>Macht</e2>, zerebral gesteuerter Sadismus und extreme Eitelkeit, geschieht mit dem Mittel des Briefs.";Choderlos de Laclos topicInterest Macht;topicInterest;SH;;Choderlos de Laclos;" Seine Liaisons dangereuses (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur ";Macht;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, <e1>Choderlos de Laclos</e1><rel> Seine Liaisons dangereuses (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter </rel><e2>Sadismus</e2> und extreme Eitelkeit, geschieht mit dem Mittel des Briefs.";Choderlos de Laclos topicInterest Sadismus;topicInterest;SH;neues Thema;Choderlos de Laclos;" Seine Liaisons dangereuses (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter ";Sadismus;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, <e1>Choderlos de Laclos</e1><rel> Seine Liaisons dangereuses (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter Sadismus und extreme </rel><e2>Eitelkeit</e2>, geschieht mit dem Mittel des Briefs.";Choderlos de Laclos topicInterest Eitelkeit;topicInterest;SH;;Choderlos de Laclos;"Seine Liaisons dangereuses (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter Sadismus und extreme";Eitelkeit;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, Choderlos de Laclos. Seine <e1>Liaisons dangereuses</e1> (1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter Sadismus und extreme Eitelkeit, geschieht mit dem Mittel des Briefs.";Liaisons dangereuses about Enthüllung;about;SH;;Liaisons dangereuses;;Not Found;ND
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, Choderlos de Laclos. Seine <e1>Liaisons dangereuses</e1><rel>(1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur </rel><e2>Macht</e2>, zerebral gesteuerter Sadismus und extreme Eitelkeit, geschieht mit dem Mittel des Briefs.";Liaisons dangereuses about Macht;about;SH;;Liaisons dangereuses;"(1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur ";Macht;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, Choderlos de Laclos. Seine <e1>Liaisons dangereuses</e1><rel>(1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter </rel><e2>Sadismus</e2> und extreme Eitelkeit, geschieht mit dem Mittel des Briefs.";Liaisons dangereuses about Sadismus;about;SH;;Liaisons dangereuses;"(1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter ";Sadismus;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;439-440;"Rousseauist ist schließlich auch der Verfasser des bekanntesten vorrevolutionären Romans, Choderlos de Laclos. Seine <e1>Liaisons dangereuses</e1><rel>(1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichkeiten dieser Romanform aus; die Entlarvung der moralischen Entartung der ""bonne compagnie"" des Ancien régime, in der nicht Authentizität und Gefühl herrschen, sondern Wille zur Macht, zerebral gesteuerter Sadismus und extreme </rel><e2>Eitelkeit</e2>, geschieht mit dem Mittel des Briefs.";Liaisons dangereuses about Eitelkeit;about;SH;;Liaisons dangereuses;(1782), ein Briefroman wie Rétifs Paysan/Paysanne, schöpfen alle Möglichk;eiten dieser;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;460;Zu ihnen gehört etwa <e1>Louvet de Couvray</e1><rel> Briefroman </rel><e2>Émilie de Varmont</e2> (1791), der mit konventionellen Mitteln die Notwendigkeit der Ehescheidung und die Auflösung des Zölibats und der Klöster proklamiert.;Louvet de Couvray author Émilie de Varmont;author;SH;;Louvet de Couvray; Briefroman ;Émilie de Varmont;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;460;Zu ihnen gehört etwa <e2>Louvet de Couvray</e2><rel> Briefroman </rel><e1>Émilie de Varmont</e1> (1791), der mit konventionellen Mitteln die Notwendigkeit der Ehescheidung und die Auflösung des Zölibats und der Klöster proklamiert.;Émilie de Varmont hasAuthor Louvet de Couvray;hasAuthor;SH;;Émilie de Varmont; Briefroman ;Louvet de Couvray;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;460;Zu ihnen gehört etwa <e1>Louvet de Couvrays</e1> Briefroman Émilie de Varmont (1791), der mit konventionellen Mitteln die Notwendigkeit der Ehescheidung und die Auflösung des Zölibats und der Klöster proklamiert.;Louvet de Couvray topicInterest Gesellschaftskritik;topicInterest;SH;;Louvet de Couvrays;;Eitelkeit;ND
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;460;Zu ihnen gehört etwa Louvet de Couvrays Briefroman <e1>Émilie de Varmont</e1> (1791), der mit konventionellen Mitteln die Notwendigkeit der Ehescheidung und die Auflösung des Zölibats und der Klöster proklamiert.;Émilie de Varmont about Gesellschaftskritik;about;SH;;Émilie de Varmont;;Not Found;ND
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;461;Der Girondist <e1>Louvet</e1><rel> dessen dreiteiliger galanter Roman </rel><e2>Les amours du chevalier de Faublas</e2> (1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen Entwicklungen interpretiert werden kann, verschiebt das Happy-End seiner Protagonisten auf das Morgen der Revolution.;Louvet de Couvray author Les amours du chevalier de Faublas;author;SH;;Louvet; dessen dreiteiliger galanter Roman ;Les amours du chevalier de Faublas;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;461;Der Girondist Louvet, dessen dreiteiliger galanter Roman <e1>Les amours du chevalier de Faublas</e1> (1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen Entwicklungen interpretiert werden kann, verschiebt das Happy-End seiner Protagonisten auf das Morgen der Revolution.;Les amours du chevalier de Faublas hasAuthor Louvet de Couvray;hasAuthor;SH;;Les amours du chevalier de Faublas;;Not Found;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;461;Der Girondist <e1>Louvet</e1><rel> dessen dreiteiliger galanter Roman Les amours du chevalier de Faublas (1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen </rel><e2>Entwicklung</e2>en interpretiert werden kann, verschiebt das Happy-End seiner Protagonisten auf das Morgen der Revolution.;Louvet de Couvray topicInterest gesellschaftliche Entwicklung;topicInterest;SH;;Louvet; dessen dreiteiliger galanter Roman Les amours du chevalier de Faublas (1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen ;Entwicklung;
Rieger, Dietmar;Französische Literatur. 18. Jahrhundert.;461;Der Girondist Louvet, dessen dreiteiliger galanter Roman <e1>Les amours du chevalier de Faublas</e1><rel>(1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen </rel><e2>Entwicklung</e2>en interpretiert werden kann, verschiebt das Happy-End seiner Protagonisten auf das Morgen der Revolution.;Les amours du chevalier de Faublas about gesellschaftliche Entwicklung;about;SH;;Les amours du chevalier de Faublas;(1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen ;Entwicklung;
