Autor;Titel;OCR-Absatz;Passage;Aussage;Code des Typs;Annotator*in;Anmerkung;E1;Relation;E2;POST
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;13;Neben der großen Wirkung Bayles und Fontenelles gelangen <e1>politische, naturwissenschaftliche und religionsphilosophische Gedanken</e1> <rel>englischer Philosophen (Hume, Locke) durch die Vermittlung Montesquicus und </rel><e1>Voltaires</e1> in Frankreich in Umlauf.;Voltaire topicInterest Politik;topicInterest;SH;;Voltaires;englischer Philosophen (Hume, Locke) durch die Vermittlung Montesquicus und ;politische, naturwissenschaftliche und religionsphilosophische Gedanken;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;13;Neben der großen Wirkung Bayles und Fontenelles gelangen politische, <e2>naturwissenschaftliche undreligionsphilosophische Gedanken</e2><rel> englischer Philosophen (Hume, Locke) durch die Vermittlung Montesquicus und </rel><e1>Voltaire</e1>s in Frankreich in Umlauf.;Voltaire topicInterest Wissenschaft;topicInterest;SH;;Voltaire; englischer Philosophen (Hume, Locke) durch die Vermittlung Montesquicus und ;naturwissenschaftliche undreligionsphilosophische Gedanken;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;13;Neben der großen Wirkung Bayles und Fontenelles gelangen politische, naturwissenschaftliche und <e2>religionsphilosophische Gedanken</e2><rel>englischer Philosophen (Hume, Locke) durch die Vermittlung Montesquicus und </rel><e1>Voltaire</e1>s in Frankreich in Umlauf.;Voltaire topicInterest Religion;topicInterest;SH;;Voltaire;englischer Philosophen (Hume, Locke) durch die Vermittlung Montesquicus und ;religionsphilosophische Gedanken;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;<e1>Voltaire</e1><rel>(1694-1778), der im Laufe des Jahrhunderts zum Inbegriff der Aufklärung avanciert, muß schon 1717 wegen </rel><e2>satirischer Verse</e2> gegen den König ins Gefängnis, wo er mit der Abfassung eines Epos über den toleranten Heinrich IV. beginnt.;Voltaire topicInterest Satire;topicInterest;SH;;Voltaire;(1694-1778), der im Laufe des Jahrhunderts zum Inbegriff der Aufklärung avanciert, muß schon 1717 wegen ;satirischer Verse;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Dieses Epos, das 1723 unter dem Titel „<e1>La Ligue ou Henri le Grand</e1><rel> in einer ersten Passung erscheint, enthält implizit eine </rel><e2>Kritik</e2> an der durch Intoleranz, und Verfolgung gekennzeichneten Herrschaft des Sonnenkönigs.;La Ligue ou Henri le Grand about Kritik;about;SH;;La Ligue ou Henri le Grand; in einer ersten Passung erscheint, enthält implizit eine ;Kritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"[<e1>Voltaire</e1><rel>(1694-1778), der im Laufe des Jahrhunderts zum Inbegriff der Aufklärung avanciert, muß schon 1717 wegen satirischer Verse gegen den König ins Gefängnis, wo er mit der Abfassung eines Epos über den toleranten Heinrich IV. beginnt.] Dieses Epos, das 1723 unter dem Titel „La Ligue ou Henri le Grand"" in einer ersten Passung erscheint, enthält implizit eine </rel><e2>Kritik</e2> an der durch Intoleranz, und Verfolgung gekennzeichneten Herrschaft des Sonnenkönigs.";Voltaire topicInterest Kritik;topicInterest;SH;;Voltaire;"(1694-1778), der im Laufe des Jahrhunderts zum Inbegriff der Aufklärung avanciert, muß schon 1717 wegen satirischer Verse gegen den König ins Gefängnis, wo er mit der Abfassung eines Epos über den toleranten Heinrich IV. beginnt.] Dieses Epos, das 1723 unter dem Titel „La Ligue ou Henri le Grand"" in einer ersten Passung erscheint, enthält implizit eine ";Kritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch in seinen Tragödien, mit denen er ab 1718 bis zu seinem Todesjahr 1778 große Triumphe feiert, verfolgt <e1>Voltaire</e1><rel>seinen Feldzug gegen Willkür, </rel><e2>Gewaltherrschaft</e2>, Intoleranz, Fanatismus, Unterdrückung und Ungerechtigkeit.;Voltaire topicInterest Gewalt;topicInterest;SH;;Voltaire;seinen Feldzug gegen Willkür, ;Gewaltherrschaft;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch in seinen Tragödien, mit denen er ab 1718 bis zu seinem Todesjahr 1778 große Triumphe feiert, verfolgt <e1>Voltaire</e1><rel>seinen Feldzug gegen Willkür, Gewaltherrschaft, </rel><e2>Intoleranz</e2>, Fanatismus, Unterdrückung und Ungerechtigkeit.;Voltaire topicInterest Toleranz*;topicInterest;SH;*Intoleranz in Toleranz zusammenfassen?;Voltaire;seinen Feldzug gegen Willkür, Gewaltherrschaft, ;Intoleranz;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch in seinen Tragödien, mit denen er ab 1718 bis zu seinem Todesjahr 1778 große Triumphe feiert, verfolgt <e1>Voltaire</e1><rel>seinen Feldzug gegen Willkür, Gewaltherrschaft, Intoleranz, </rel><e2>Fanatismus</e2>, Unterdrückung und Ungerechtigkeit.;Voltaire topicInterest Fanatismus;topicInterest;SH;;Voltaire;seinen Feldzug gegen Willkür, Gewaltherrschaft, Intoleranz, ;Fanatismus;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch in seinen Tragödien, mit denen er ab 1718 bis zu seinem Todesjahr 1778 große Triumphe feiert, verfolgt <e1>Voltaire</e1><rel> seinen Feldzug gegen Willkür, Gewaltherrschaft, Intoleranz, Fanatismus, </rel><e2>Unterdrückung und Ungerechtigkeit</e2>.;Voltaire topicInterest Sklaverei**;topicInterest;SH;"*statt neuem Topic Unterdrückung; Tyrannisierung??";Voltaire; seinen Feldzug gegen Willkür, Gewaltherrschaft, Intoleranz, Fanatismus, ;Unterdrückung und Ungerechtigkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch in seinen Tragödien, mit denen er ab 1718 bis zu seinem Todesjahr 1778 große Triumphe feiert, verfolgt <e1>Voltaire</e1><rel>seinen Feldzug gegen Willkür, Gewaltherrschaft, Intoleranz, Fanatismus, Unterdrückung und </rel><e2>Ungerechtigkeit</e2>.;Voltaire topicInterest Ungerechtigkeit;topicInterest;SH;;Voltaire;seinen Feldzug gegen Willkür, Gewaltherrschaft, Intoleranz, Fanatismus, Unterdrückung und ;Ungerechtigkeit;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"Eine weitaus offenere <e2>Kritik</e2><rel> an diesen Mißständen findet sich in seinen „Lettres philosophiques"" (1734), in denen </rel><e1>er</e1> Frankreich durch den Vergleich mit der in England verwirklichten Religionsfreiheit, konstitutionellen Monarchie und Meinungsfreiheit kritisiert.";Voltaire topicInterest Kritik;topicInterest;SH;;er;" an diesen Mißständen findet sich in seinen „Lettres philosophiques"" (1734), in denen ";Kritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"Eine weitaus offenere Kritik an diesen Mißständen findet sich in seinen „Lettres philosophiques"" (1734), in denen er <e2>Frankreich</e2> durch den Vergleich mit der in England verwirklichten Religionsfreiheit, konstitutionellen Monarchie und Meinungsfreiheit kritisiert.";Voltaire topicInterest Frankreich;topicInterest;SH;;Not Foundz;;Frankreich;RTS
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"Eine weitaus offenere Kritik an diesen Mißständen findet sich in seinen „Lettres philosophiques"" (1734), in denen <e1>er</e1><rel> Frankreich durch den Vergleich mit der in </rel><e2>England</e2> verwirklichten Religionsfreiheit, konstitutionellen Monarchie und Meinungsfreiheit kritisiert.";Voltaire topicInterest England;topicInterest;SH;;er; Frankreich durch den Vergleich mit der in ;England;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"Eine weitaus offenere <e2>Kritik</e2><rel>an diesen Mißständen findet sich in seinen „</rel><e1>Lettres philosophiques</e1>"" (1734), in denen er Frankreich durch den Vergleich mit der in England verwirklichten Religionsfreiheit, konstitutionellen Monarchie und Meinungsfreiheit kritisiert.";Lettres philosophiques about Kritik;about;SH;;Lettres philosophiques;an diesen Mißständen findet sich in seinen „;Kritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Eine weitaus offenere Kritik an diesen Mißständen findet sich in seinen „<e1>Lettres philosophiques</e1><rel> (1734), in denen er </rel><e2>Frankreich</e2> durch den Vergleich mit der in England verwirklichten Religionsfreiheit, konstitutionellen Monarchie und Meinungsfreiheit kritisiert.;Lettres philosophiques about Frankreich;about;SH;;Lettres philosophiques; (1734), in denen er ;Frankreich;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Eine weitaus offenere Kritik an diesen Mißständen findet sich in seinen „<e1>Lettres philosophiques</e1><rel> (1734), in denen er Frankreich durch den Vergleich mit der in </rel><e2>England</e2> verwirklichten Religionsfreiheit, konstitutionellen Monarchie und Meinungsfreiheit kritisiert.;Lettres philosophiques about England;about;SH;;Lettres philosophiques; (1734), in denen er Frankreich durch den Vergleich mit der in ;England;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"In der Folgezeit erscheinen zahlreiche Artikel, Essays und Lexikoneinträge, in denen die Gegner Voltaires auf dessen „<e2>Lettres philosophiques</e2><rel> reagieren, um deren 'Thesen im Namen der Religion zu widerlegen, wie es etwa das Anliegen der Schrift „</rel><e1>Les erreurs de Voltaire</e1>"" (1762) von Nonnotte ist.";Les erreurs de Voltaire about Lettres philosophiques;about;SH;;Les erreurs de Voltaire; reagieren, um deren 'Thesen im Namen der Religion zu widerlegen, wie es etwa das Anliegen der Schrift „;Lettres philosophiques;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"In der Folgezeit erscheinen zahlreiche Artikel, Essays und Lexikoneinträge, in denen die Gegner Voltaires auf dessen „Lettres philosophiques"" reagieren, um deren 'Thesen im Namen der <e2>Religion</e2><rel>zu widerlegen, wie es etwa das Anliegen der Schrift „</rel><e1>Les erreurs de Voltaire</e1>"" (1762) von Nonnotte ist.";Les erreurs de Voltaire about Religion;about;SH;;Les erreurs de Voltaire;zu widerlegen, wie es etwa das Anliegen der Schrift „;Religion;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"In der Folgezeit erscheinen zahlreiche Artikel, Essays und Lexikoneinträge, in denen die Gegner Voltaires auf dessen „<e2>Lettres philosophiques</e2><rel> reagieren, um deren 'Thesen im Namen der Religion zu widerlegen, wie es etwa das Anliegen der Schrift „Les erreurs de Voltaire"" (1762) von </rel><e1>Nonnotte</e1> ist.";Claude-Adrien Nonnotte topicInterest Lettres philosophiques;topicInterest;SH;;Nonnotte;" reagieren, um deren 'Thesen im Namen der Religion zu widerlegen, wie es etwa das Anliegen der Schrift „Les erreurs de Voltaire"" (1762) von ";Lettres philosophiques;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;"In der Folgezeit erscheinen zahlreiche Artikel, Essays und Lexikoneinträge, in denen die Gegner Voltaires auf dessen „Lettres philosophiques"" reagieren, um deren 'Thesen im Namen der <e2>Religion</e2><rel>zu widerlegen, wie es etwa das Anliegen der Schrift „Les erreurs de Voltaire"" (1762) von </rel><e1>Nonnotte</e1> ist.";Claude-Adrien Nonnotte topicInterest Religion;topicInterest;SH;;Nonnotte;"zu widerlegen, wie es etwa das Anliegen der Schrift „Les erreurs de Voltaire"" (1762) von ";Religion;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch <e1>Montesquieu</e1><rel> (1689-1755) satirischer Briefroman „Lettres persanes“ (1721), der anonym in Amsterdam erscheinen muß und dessen Romanhandlung in der Regierungszeit Ludwigs XIV. verankert ist, gehört wegen seiner </rel><e2>Gesellschafts- und Religionskritik</e2> zu den wichtigsten Romanen der Aufklärung, der von Seiten der anti-philosophes immmer wieder attackiert wird.;Montesquieu topicInterest Gesellschaftskritik;topicInterest;SH;;Montesquieu; (1689-1755) satirischer Briefroman „Lettres persanes“ (1721), der anonym in Amsterdam erscheinen muß und dessen Romanhandlung in der Regierungszeit Ludwigs XIV. verankert ist, gehört wegen seiner ;Gesellschafts- und Religionskritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch <e1>Montesquieu</e1><rel> (1689-1755) satirischer Briefroman „Lettres persanes“ (1721), der anonym in Amsterdam erscheinen muß und dessen Romanhandlung in der Regierungszeit Ludwigs XIV. verankert ist, gehört wegen seiner Gesellschafts- und </rel><e2>Religionskritik</e2> zu den wichtigsten Romanen der Aufklärung, der von Seiten der anti-philosophes immmer wieder attackiert wird.;Montesquieu topicInterest Religion;topicInterest;SH;;Montesquieu; (1689-1755) satirischer Briefroman „Lettres persanes“ (1721), der anonym in Amsterdam erscheinen muß und dessen Romanhandlung in der Regierungszeit Ludwigs XIV. verankert ist, gehört wegen seiner Gesellschafts- und ;Religionskritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch Montesquieus (1689-1755) satirischer Briefroman „<e1>Lettres persanes</e1><rel> (1721), der anonym in Amsterdam erscheinen muß und dessen Romanhandlung in der Regierungszeit Ludwigs XIV. verankert ist, gehört wegen seiner </rel><e2>Gesellschafts- und Religionskritik</e2> zu den wichtigsten Romanen der Aufklärung, der von Seiten der anti-philosophes immmer wieder attackiert wird.;Lettres persanes about Gesellschaftskritik;about;SH;;Lettres persanes; (1721), der anonym in Amsterdam erscheinen muß und dessen Romanhandlung in der Regierungszeit Ludwigs XIV. verankert ist, gehört wegen seiner ;Gesellschafts- und Religionskritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;15;Auch Montesquieus (1689-1755) satirischer Briefroman „<e1>Lettres persanes</e1><rel> (1721), der anonym in Amsterdam erscheinen muß und dessen Romanhandlung in der Regierungszeit Ludwigs XIV. verankert ist, gehört wegen seiner Gesellschafts- und </rel><e2>Religionskritik</e2> zu den wichtigsten Romanen der Aufklärung, der von Seiten der anti-philosophes immmer wieder attackiert wird.;Lettres persanes about Religion;about;SH;;Lettres persanes; (1721), der anonym in Amsterdam erscheinen muß und dessen Romanhandlung in der Regierungszeit Ludwigs XIV. verankert ist, gehört wegen seiner Gesellschafts- und ;Religionskritik;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;16;"Als Begründer dieser narrativen Form gilt <e1>Robert Challe</e1><rel> der unter dem Titel „Les illustres Françaises"" (1713) sieben </rel><e2>Liebesgeschichten</e2> zu einer Romanhandlung verknüpft, die er aus der subjektiven Perspektive der dem Bürgertum entstammenden Ich-Erzählerinnen präsentiert.";Robert Challe topicInterest Liebe;topicInterest;SH;;Robert Challe;" der unter dem Titel „Les illustres Françaises"" (1713) sieben ";Liebesgeschichten;
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Historische Entwicklung;16;"Als Begründer dieser narrativen Form gilt <e1>Robert Challe</e1><rel> der unter dem Titel „Les illustres Françaises"" (1713) sieben Liebesgeschichten zu einer Romanhandlung verknüpft, die er aus der subjektiven Perspektive der dem </rel><e2>Bürgertum</e2> entstammenden Ich-Erzählerinnen präsentiert.";Robert Challe topicInterest Bürgertum;topicInterest;SH;;Robert Challe;" der unter dem Titel „Les illustres Françaises"" (1713) sieben Liebesgeschichten zu einer Romanhandlung verknüpft, die er aus der subjektiven Perspektive der dem ";Bürgertum;
