Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung;POST
49;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Der deutsche <e2>Philosoph</e2><rel></rel><e1>Gottfried Wilhelm Leibniz</e1>, auch als Antipode Bayles für die Entstehung der Aufklärung wichtig, kann als eine exemplarische Figur des Übergangs gelten.;Gottfried Wilhelm Leibniz describedAs Philosoph;describedAs;SH;Gottfried Wilhelm Leibniz;;Philosoph;;RTS
50;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Der deutsche Philosoph <e1>Gottfried Wilhelm Leibniz</e1><rel> auch als Antipode </rel><e2>Bayle</e2>s für die Entstehung der Aufklärung wichtig, kann als eine exemplarische Figur des Übergangs gelten.;Gottfried Wilhelm Leibniz IsOpposedTo Pierre Bayle;IsOpposedTo;SH;Gottfried Wilhelm Leibniz; auch als Antipode ;Bayle;;
51;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Der deutsche Philosoph <e1>Gottfried Wilhelm Leibniz</e1><rel> auch als Antipode </rel><e2>Bayle</e2>s für die Entstehung der Aufklärung wichtig, kann als eine exemplarische Figur des Übergangs gelten.;Gottfried Wilhelm Leibniz IsRelatedTo Pierre Bayle;IsRelatedTo;SH;Gottfried Wilhelm Leibniz; auch als Antipode ;Bayle;;
52;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Der deutsche Philosoph <e1>Gottfried Wilhelm Leibniz</e1><rel> auch als Antipode Bayles für die Entstehung der Aufklärung </rel><e2>wichtig</e2>, kann als eine exemplarische Figur des Übergangs gelten.;Gottfried Wilhelm Leibniz describedAs wichtig;describedAs;SH;Gottfried Wilhelm Leibniz; auch als Antipode Bayles für die Entstehung der Aufklärung ;wichtig;;
53;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Der deutsche Philosoph <e1>Gottfried Wilhelm Leibniz</e1><rel> auch als Antipode Bayles für die Entstehung der Aufklärung wichtig, kann als eine </rel><e2>exemplarische Figur</e2> des Übergangs gelten.;Gottfried Wilhelm Leibniz describedAs exemplarisch;describedAs;SH;Gottfried Wilhelm Leibniz; auch als Antipode Bayles für die Entstehung der Aufklärung wichtig, kann als eine ;exemplarische Figur;;
54;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"Später wirkt die Philosophie des <e2>niederländischen Philosophen</e2><rel></rel><e1>Baruch de Spinoza</e1> stark in die französische Aufklärung hinein; die erste wichtige französische Vermittlerfigur ist der Universalgelehrte Henri de Boulainvilliers.";Baruch de Spinoza nationality Niederlande;nationality;SH;Baruch de Spinoza;;niederländischen Philosophen;;RTS
55;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"Später wirkt die <e2>Philosophie</e2><rel>des niederländischen Philosophen </rel><e1>Baruch de Spinoza</e1> stark in die französische Aufklärung hinein; die erste wichtige französische Vermittlerfigur ist der Universalgelehrte Henri de Boulainvilliers.";Baruch de Spinoza describedAs Philosoph;describedAs;SH;Baruch de Spinoza;des niederländischen Philosophen ;Philosophie;;
56;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"Später wirkt die Philosophie des niederländischen Philosophen <e2>Baruch de Spinoza</e2><rel>stark in die </rel><e1>französische Aufklärung</e1> hinein; die erste wichtige französische Vermittlerfigur ist der Universalgelehrte Henri de Boulainvilliers.";französische Aufklärung* InfluencedBy Baruch de Spinoza;InfluencedBy;SH;französische Aufklärung;stark in die ;Baruch de Spinoza;*geht das hier?;
57;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"Später wirkt die Philosophie des niederländischen Philosophen Baruch de Spinoza stark in die französische Aufklärung hinein; die erste <e2>wichtige französische</e2><rel>Vermittlerfigur ist der Universalgelehrte </rel><e1>Henri de Boulainvilliers</e1>.";Henri de Boulainvilliers describedAs wichtig;describedAs;SH;Henri de Boulainvilliers;Vermittlerfigur ist der Universalgelehrte ;wichtige französische;;
58;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"Später wirkt die Philosophie des niederländischen Philosophen Baruch de Spinoza stark in die französische Aufklärung hinein; die erste wichtige französische <e2>Vermittlerfigur</e2><rel>ist der Universalgelehrte </rel><e1>Henri de Boulainvilliers</e1>.";Henri de Boulainvilliers describedAs Vermittlerfigur;describedAs;SH;Henri de Boulainvilliers;ist der Universalgelehrte ;Vermittlerfigur;;
59;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"Später wirkt die Philosophie des niederländischen Philosophen Baruch de Spinoza stark in die französische Aufklärung hinein; die erste wichtige französische Vermittlerfigur ist der Universalgelehrte <e1>Henri de Boulainvilliers</e1>.";Henri de Boulainvilliers describedAs* Universalgelehrter;describedAs;SH;Henri de Boulainvilliers;;Not Found;*occupation?;RTS
60;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Descartes’ Philosophie wird kritisiert und marginalisiert, spezielle Aspekte bleiben aber virulent. Auch Malebranche bleibt vielerorts präsent.;Leserpublikum/Volk* HAT REZIPIERT Decartes;HAT REZIPIERT / IsReferencedBy ? (Unterschied?);SH;;;;*ist nicht benannt, wer genau;ND
61;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Descartes’ Philosophie wird kritisiert und marginalisiert, spezielle Aspekte bleiben aber virulent. Auch Malebranche bleibt vielerorts präsent.;Leserpublikum/Volk* ArticulatesNegativeJudgement Descartes;HAT REZIPIERT;SH;;;;*ist nicht benannt, wer genau;ND
62;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;<e1>Descartes</e1>’ Philosophie wird kritisiert und marginalisiert, spezielle Aspekte bleiben aber virulent. Auch Malebranche bleibt vielerorts präsent.;Descartes HasDistribution „high“*;HasDistribution;SH;Descartes;;Not Found;"*virulent = direkt HasDistribution ""high"" ?";ZZZ
63;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Descartes’ Philosophie wird kritisiert und marginalisiert, spezielle Aspekte bleiben aber virulent. Auch <e2>Malebranche</e2> bleibt vielerorts präsent.;Leserpublikum/Volk* HAT REZIPIERT Malebranche;HAT REZIPIERT;SH;Not Foundz;;Malebranche;*ist nicht benannt, wer genau;ND
64;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;Descartes’ Philosophie wird kritisiert und marginalisiert, spezielle Aspekte bleiben aber virulent. Auch <e1>Malebranche</e1> bleibt vielerorts präsent.;Malebranche HasDistribution „high“*;HasDistribution;SH;Malebranche;;Not Found;"*virulent = direkt HasDistribution ""high"" ?";ZZZ
65;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das <e2>Testament</e2><rel>des </rel><e1>Abbé Meslier</e1> (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.";Abbé Meslier author Testament;author;SH;Abbé Meslier;des ;Testament;;
66;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das <e1>Testament</e1><rel>des Abbé Meslier (</rel><e2>1729</e2>; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.";Testament date of publication 1729;date of publication;SH;Testament;des Abbé Meslier (;1729;;RSU
67;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige <e2>ästhetisch-poetologische</e2><rel> Neunsätze und subversive politische Entwürfe wie das </rel><e1>Testament</e1> des Abbé Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.";Testament describedAs ästhetisch-poetologisch (neu);describedAs;SH;Testament;Neunsätze und subversive politische Entwürfe wie das ;ästhetisch-poetologische;;
68;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive <e2>politische Entwürfe</e2><rel>wie das </rel><e1>Testament</e1> des Abbé Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.";Testament describedAs politisch;describedAs;SH;Testament;wie das ;politische Entwürfe;;
69;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die <e2>Frühaufklärung</e2><rel>, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das</rel> <e1>Testament</e1> des Abbé Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.";Testament Epoche „Frühaufklärung“;Epoche;SH;Testament;, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das;Frühaufklärung;;
70;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das Testament des Abbé Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (<e1>La Mettrie</e1>), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.";La Mettrie ideology „französischer Materialismus“;ideology;SH;La Mettrie;;Not Found;;RTS
71;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das Testament des Abbé Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (<e1>Condillac</e1>), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.";Condillac ideology „französischer Sensualismus“;ideology;SH;Condillac;;Not Found;;RTS
72;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive politische Entwürfe wie das Testament des Abbé Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen Hauptwerk Montesquieus und dem literarischen und philosophischen Frühwerk Diderots.";(Buffon author Naturgeschichte/Histoire naturelle)*;author;SH;;;;*musste selbst nachschauen;RTS
73;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;198;"An die Frühaufklärung, die eine bemerkenswerte Romanproduktion in Gang setzt und wichtige ästhetisch-poetologische Neuansätze und subversive <e2>politische Entwürfe</e2><rel>wie das Testament des Abbé Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen </rel><e1>Hauptwerk Montesquieus</e1> und dem literarischen und philosophischen Frühwerk Diderots.";Hauptwerk* Montesquieus describedAs politiktheoretisch;describedAs;SH;Hauptwerk Montesquieus;"wie das Testament des Abbé Meslier (1729; Teiledition durch Voltaire 1762) hervorbringt, schließt sich ab den 1740er Jahren die Hochaufklärung an mit ihrer Radikalisierung der ›Lumières‹ im französischen Materialismus (La Mettrie), der die Phänomene der Welt auf die Gesetzmäßigkeiten der Materie zurückführt, mit der philosophischen Ausprägung eines genuin französischen Sensualismus (Condillac), der Erfahrungen auf individuelle Sinneseindrücke zurückführt, mit der Naturgeschichte Buffons, dem politiktheoretischen ";politische Entwürfe;*Sammelbegriff ok?;
