Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung
38;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;570;Deutlich zeigt sich dies zum Beispiel an einer späteren Fortsetzung der Manon Lescaut: „Der Abbé Prévost hatte mit keinem Wort der Mesallianz gedacht, als der arme Chevalier Des Grieux Manon heiratete. […]“;Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut IsInstanceOf Reihe* Manon Lescaut;?*;SH;Fail;relation out of scope;Fail;L: No idea
39;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;570;Deutlich zeigt sich dies zum Beispiel an einer späteren Fortsetzung der <e2>Manon Lescaut</e2><rel> „Der Abbé Prévost hatte mit keinem Wort der Mesallianz gedacht, als der arme Chevalier </rel><e1>Des Grieux</e1> Manon heiratete. […]“;Des Grieux character Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut;character;SH;Des Grieux; „Der Abbé Prévost hatte mit keinem Wort der Mesallianz gedacht, als der arme Chevalier ;Manon Lescaut;
40;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;570;Deutlich zeigt sich dies zum Beispiel an einer späteren Fortsetzung der <e1><e2>Manon Lescaut<<rel></rel><e2>Manon Lescaut</e2></e1>: „Der Abbé Prévost hatte mit keinem Wort der Mesallianz gedacht, als der arme Chevalier Des Grieux Manon heiratete. […]“;Manon Lescaut character Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut;character;SH;Manon Lescaut;relation out of scope;Manon Lescaut;L: Double E1
41;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;570;"[„Der Abbé Prévost hatte mit keinem Wort der Mesallianz gedacht, als der arme Chevalier Des Grieux Manon heiratete. Im Jahre <e2>1762</e2><rel>bedeutet das eine Unterlassungssünde.] Der obskure Autor einer </rel><e1>Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut</e1> (1762; ‚Fortsetzung der Geschichte des Chevaliers Des Grieux und Manon Lescaut‘s) läßt Tiberge für und Des Grieux gegen das Standesvorurteil plädieren. (…)“";Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut date of publication 1762;date of publication;SH;Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut;bedeutet das eine Unterlassungssünde.] Der obskure Autor einer ;1762;
42;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;570;"[„Der Abbé Prévost hatte mit keinem Wort der Mesallianz gedacht, als der arme Chevalier Des Grieux Manon heiratete. Im Jahre 1762 bedeutet das eine Unterlassungssünde.] Der obskure Autor einer <e2>Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut</e2><rel>(1762; ‚Fortsetzung der Geschichte des Chevaliers Des Grieux und Manon Lescaut‘s) läßt </rel><e1>Tiberge</e1> für und Des Grieux gegen das Standesvorurteil plädieren. (…)“";Tiberge character Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut;character;SH;Tiberge;"(1762; ‚Fortsetzung der Geschichte des Chevaliers Des Grieux und Manon Lescaut‘s) läßt ";Suite de l‘Histoire du chevalier des Grieux et de Manon Lescaut;
43;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;<e1>Bélisaire</e1> <rel>wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht</rel> <e2>verboten</e2>;Bélisaire HasGenericCharacteristic „Zensur“;HasGenericCharacteristic;SH;Bélisaire;wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht;verboten;
44;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[Bélisaire wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht verboten.] Die Gesellschaftskritik wird hier wie in den meisten Schriften der Spätaufklärung nicht mit der feinen Ironie, wie wir sie seit <e1>Montesquieu</e1><rel> </rel><e2>Lettres persanes</e2> kennen, sondern mit rhetorischem Aufwand und strengem Pathos vorgetragen.;Charles de Secondat (Montesquieu) author Lettres persanes;author;SH;Montesquieu;relation out of scope;Lettres persanes;L: No rel def
45;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[Bélisaire wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht verboten.] Die <e2>Gesellschaftskritik</e2><rel>wird hier wie in den meisten Schriften der Spätaufklärung nicht mit der feinen Ironie, wie wir sie seit Montesquieus </rel><e1>Lettres persanes</e1> kennen, sondern mit rhetorischem Aufwand und strengem Pathos vorgetragen.;Lettres persanes describedAs gesellschaftskritisch;describedAs;SH;Lettres persanes;wird hier wie in den meisten Schriften der Spätaufklärung nicht mit der feinen Ironie, wie wir sie seit Montesquieus ;Gesellschaftskritik;
46;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[Bélisaire wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht verboten.] Die Gesellschaftskritik wird hier wie in den meisten Schriften der Spätaufklärung nicht mit der feinen <e2>Ironie</e2> <rel>,wie wir sie seit Montesquieus </rel><e1>Lettres persanes</e1> kennen, sondern mit rhetorischem Aufwand und strengem Pathos vorgetragen.;Lettres persanes describedAs ironisch;describedAs;SH;Lettres persanes;,wie wir sie seit Montesquieus ;Ironie;
47;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[<e1>Bélisaire</e1><rel>wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht verboten.] Die </rel><e2>Gesellschaftskritik</e2> wird hier wie in den meisten Schriften der Spätaufklärung nicht mit der feinen Ironie, wie wir sie seit Montesquieus Lettres persanes kennen, sondern mit rhetorischem Aufwand und strengem Pathos vorgetragen.;Bélisaire describedAs gesellschaftskritisch;describedAs;SH;Bélisaire;wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht verboten.] Die ;Gesellschaftskritik;
48;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[<e1>Bélisaire</e1><rel>wurde vor allem wegen der darin vertretenen Ansichten </rel><e2>über</e2> die Toleranz von der Sorbonne und dem Pariser Gericht verboten.] Die Gesellschaftskritik wird hier wie in den meisten Schriften der Spätaufklärung nicht mit der feinen Ironie, wie wir sie seit Montesquieus Lettres persanes kennen, sondern mit rhetorischem Aufwand und strengem Pathos vorgetragen.;Bélisaire describedAs übersteigert*;describedAs;SH;Bélisaire;relation out of scope;;L: No idea
49;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[<e1>Bélisaire</e1><rel>wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht verboten.] Die Gesellschaftskritik wird hier wie in den meisten Schriften der Spätaufklärung nicht mit der feinen Ironie, wie wir sie seit Montesquieus </rel><e2>Lettres persanes</e2> kennen, sondern mit rhetorischem Aufwand und strengem Pathos vorgetragen.;Bélisaire IsOpposedTo Lettres persanes;IsOpposedTo;SH;Bélisaire;wurde vor allem wegen der darin vertretenen Ansichten über die Toleranz von der Sorbonne und dem Pariser Gericht verboten.] Die Gesellschaftskritik wird hier wie in den meisten Schriften der Spätaufklärung nicht mit der feinen Ironie, wie wir sie seit Montesquieus ;Lettres persanes;
50;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;"Nicht selten ergehen sich dabei die Autoren in übersteigerten und schwülstigen Formulierungen, etwa wenn <e1>Chevrier</e1><rel>in seinem Werk </rel><e2>Le Colporteur</e2> (1762; „Der Kolporteur“) schreibt: „Der Steuerpächter schlürft das Blut der Völker wie Limonade aus goldenen Schalen.“";François-Antoine Chevrier author Le Colporteur;author;SH;Chevrier;in seinem Werk ;Le Colporteur;
51;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;"Nicht selten ergehen sich dabei die Autoren in übersteigerten und schwülstigen Formulierungen, etwa wenn Chevrier in seinem Werk <e1>Le Colporteur</e1><rel>(</rel><e2>1762</e2> ; „Der Kolporteur“) schreibt: „Der Steuerpächter schlürft das Blut der Völker wie Limonade aus goldenen Schalen.“";Le Colporteur date of publication 1762;date of publication;SH;Le Colporteur;relation out of scope;1762;L: No rel def
52;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;"Nicht selten ergehen sich dabei die Autoren in <e2>übersteigerten</e2><rel>und schwülstigen Formulierungen, etwa wenn Chevrier in seinem Werk </rel><e1>Le Colporteur</e1> (1762; „Der Kolporteur“) schreibt: „Der Steuerpächter schlürft das Blut der Völker wie Limonade aus goldenen Schalen.“";Le Colporteur describedAs übersteigert*;describedAs;SH;Le Colporteur;und schwülstigen Formulierungen, etwa wenn Chevrier in seinem Werk ;übersteigerten;
53;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;"Nicht selten ergehen sich dabei die Autoren in übersteigerten und <e2>schwülstigen</e2><rel>Formulierungen, etwa wenn Chevrier in seinem Werk </rel><e1>Le Colporteur</e1> (1762; „Der Kolporteur“) schreibt: „Der Steuerpächter schlürft das Blut der Völker wie Limonade aus goldenen Schalen.“";Le Colporteur describedAs schwülstig;describedAs;SH;Le Colporteur;Formulierungen, etwa wenn Chevrier in seinem Werk ;schwülstigen;
54;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[Es wird Mode, daß die Romanhelden gegenüber ihrem hohen gesellschaftlichen Rang demonstrativ Verachtung zeigen.] „Was mich angeht“, heißt es in den <e1>Mémoires de la marquise de Cremy</e1><rel>(</rel><e2>1766</e2> ),„wenn meine Herkunft zweifelhaft wäre und man mich fragen würde, von wem ich abstammen möchte, so würde ich wie Jean-Jacques Rousseau antworten: nicht von einem Reichen und nicht von einem Großen, sondern von tugendhaften, ehrenwerten und geachteten Leuten.“;Mémoires de la marquise de Cremy date of publication 1766;date of publication;SH;Mémoires de la marquise de Cremy;relation out of scope;1766;
55;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[Es wird Mode, daß die Romanhelden gegenüber ihrem hohen gesellschaftlichen Rang demonstrativ Verachtung zeigen.] „Was mich angeht“, heißt es in den <e1>Mémoires de la marquise de Cremy</e1><rel>(1766), „wenn meine Herkunft zweifelhaft wäre und man mich fragen würde, von wem ich abstammen möchte, so würde ich wie Jean-Jacques Rousseau antworten: nicht von einem </rel><e2>Reichen</e2> und nicht von einem Großen, sondern von tugendhaften, ehrenwerten und geachteten Leuten.“;Mémoires de la marquise de Cremy ArticulatesNegativeJudgement Reiche;ArticulatesNegativeJudgement*;SH;Mémoires de la marquise de Cremy;(1766), „wenn meine Herkunft zweifelhaft wäre und man mich fragen würde, von wem ich abstammen möchte, so würde ich wie Jean-Jacques Rousseau antworten: nicht von einem ;Reichen;"*wird nicht explizit gesagt, aber lässt sich zwischen den Zeilen erkennen; gibt es schwächere Instanz statt anj?"
56;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[Es wird Mode, daß die Romanhelden gegenüber ihrem hohen gesellschaftlichen Rang demonstrativ Verachtung zeigen.] „Was mich angeht“, heißt es in den Mémoires de la marquise de Cremy (1766), „wenn meine Herkunft zweifelhaft wäre und man mich fragen würde, von wem ich abstammen möchte, so würde ich wie <e1>Jean-Jacques Rousseau</e1><rel>antworten: nicht von einem </rel><e2>Reichen</e2> und nicht von einem Großen, sondern von tugendhaften, ehrenwerten und geachteten Leuten.“;Jean-Jacques Rousseau ArticulatesNegativeJudgement Reiche ;ArticulatesNegativeJudgement*;SH;Jean-Jacques Rousseau;antworten: nicht von einem ;Reichen;*siehe Zeile 57
57;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;[Es wird Mode, daß die Romanhelden gegenüber ihrem hohen gesellschaftlichen Rang demonstrativ Verachtung zeigen.] „Was mich angeht“, heißt es in den <e1>Mémoires de la marquise de Cremy</e1> <rel>(1766), „wenn meine Herkunft zweifelhaft wäre und man mich fragen würde, von wem ich abstammen möchte, so würde ich wie</rel> <e2> Jean-Jacques Rousseau</e2> antworten: nicht von einem Reichen und nicht von einem Großen, sondern von tugendhaften, ehrenwerten und geachteten Leuten.“ ;Mémoires de la marquise de Cremy* Cites Jean-Jacques Rousseau;Cites (person);SH;Mémoires de la marquise de Cremy;1766), „wenn meine Herkunft zweifelhaft wäre und man mich fragen würde, von wem ich abstammen möchte, so würde ich wie;Jean-Jacques Rousseau;* bzw. Autor von Mémoires de la marquise Cites Rousseau [Metaaussage]
58;Rolf Geißler, Manfred Starke (Winfried Schröder);Der moralisierende Charakter des spätaufklärerischen Romans in seiner Bedeutung für die Vorbereitung der bürgerlichen Gesellschaft;571;Angesichts der krassen Mißstände verfallen die Autoren häufig in künstlerische <e2>Übertreibungen</e2><rel>und greifen zu melodramatischen Mitteln. Aufschlussreich hierüber ist </rel><e1>Diderot</e1>s Kritik an einem Werk dieser Art: „Die Episode der Fronarbeit, dieses verhungernde Kind, diese verzweifelte Mutter, das alles ist übertrieben. Man hätte es dabei bewenden lassen müssen, die Dinge so zu sagen, wie sie sind, und sie gut zu sagen – sie sind ärgerlich genug.“;Denis Diderot ArticulatesNegativeJudgement Übertreibungen;ArticulatesNegativeJudgement;SH;Diderot;und greifen zu melodramatischen Mitteln. Aufschlussreich hierüber ist ;Übertreibungen;
