Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;Anmerkung;E1;Relation;E2;POST
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;325;Die Praxis, die der Wissenschaft entspringt, die »arts mécaniques«, werden aufgewertet. Naturerforschung, Naturbeherrschung, sozialen Nutzen und soziale Organisation dieses Arbeitsprozesses verknüpft d’Alembert miteinander.;Discours préliminaire about Gesellschaft;about;SH;;Not Found;;Not Found;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;325;"Die Gefahr der Dogmatisierung liegt im aufklärerischen Denken, insofern <e1>d’Alembert</e1><rel>sich die Reduktion der Wissenschaften auf einige wenige Grundprinzipien wünscht; trotz aller Skepsis gegenüber der Kapazität des menschlichen Verstandes erscheint am fernen Horizonte des Fortschritts doch die Fata Morgana einer das Universum total erfassenden und beherrschenden </rel><e2>Wahrheit</e2> [7].";Jean-Baptiste le Rond d’Alembert topicInterest Wahrheit;topicInterest;SH;;d’Alembert;"sich die Reduktion der Wissenschaften auf einige wenige Grundprinzipien wünscht; trotz aller Skepsis gegenüber der Kapazität des menschlichen Verstandes erscheint am fernen Horizonte des Fortschritts doch die Fata Morgana einer das Universum total erfassenden und beherrschenden ";Wahrheit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;325;"Die Gefahr der Dogmatisierung liegt im aufklärerischen Denken, insofern d’Alembert sich die Reduktion der Wissenschaften auf einige wenige Grundprinzipien wünscht; trotz aller Skepsis gegenüber der Kapazität des menschlichen Verstandes erscheint am fernen Horizonte des Fortschritts doch die Fata Morgana einer das Universum total erfassenden und beherrschenden <e2>Wahrheit</e2> [7].";Discours préliminaire about Wahrheit;about;SH;;Not Found;;Wahrheit;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;325;Die Grenzen des Wissens, die Unsicherheit der Erkenntnisse sowie der wenigen Prinzipien des Wissens scheinen den Aufklärern besonders bei der Analyse des <e2>Menschen</e2><rel>bewußt geworden zu sein. Die Antriebskräfte, die sein Handeln bestimmen (»les ressorts qui le font mouvoir et les motifs qui le déterminent«), die gemäß dem Artikel »Homme« der </rel><e1>Encyclopédie</e1> untersucht werden sollten, lassen kaum ein gemeinsames Prinzip, einen typologischen Zug erkennen, der alle Individuen erfaßte.;Encyclopédie about Mensch;about;SH;;Encyclopédie;bewußt geworden zu sein. Die Antriebskräfte, die sein Handeln bestimmen (»les ressorts qui le font mouvoir et les motifs qui le déterminent«), die gemäß dem Artikel »Homme« der ;Menschen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;Die zivilisatorische Leistung, die bewunderswerten produktiven Kräfte, die Menschen entfaltet haben, lassen <e1>Diderot</e1>, den Verfasser des Artikels, nicht die moralische Fragwürdigkeit des Menschen vergessen: »la bassesse ou l’atrocité des actions par lesquelles s’avilit souvent ce roi de la nature«.;Denis Diderot author Encyclopédie*;author;SH;*Teil von Enc. -> Mitverfasser;Diderot;;Not Found;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;Die zivilisatorische Leistung, die bewunderswerten produktiven Kräfte, die Menschen entfaltet haben, lassen <e2>Diderot</e2>, den Verfasser des Artikels, nicht die moralische Fragwürdigkeit des Menschen vergessen: »la bassesse ou l’atrocité des actions par lesquelles s’avilit souvent ce roi de la nature«.;Encyclopédie hasAuthor Denis Diderot;hasAuthor;SH;*zur Verlinkung ein paar Sätze vorher schauen;Not Foundz;;Diderot;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;Die <e2>zivilisatorische Leistung</e2><rel> die bewunderswerten produktiven Kräfte, die Menschen entfaltet haben, lassen </rel><e1>Diderot</e1>, den Verfasser des Artikels, nicht die moralische Fragwürdigkeit des Menschen vergessen: »la bassesse ou l’atrocité des actions par lesquelles s’avilit souvent ce roi de la nature«.;Denis Diderot topicInterest Zivilisation;topicInterest;SH;;Diderot; die bewunderswerten produktiven Kräfte, die Menschen entfaltet haben, lassen ;zivilisatorische Leistung;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;Die <e2>zivilisatorische Leistung</e2><rel>, die bewunderswerten produktiven Kräfte, die Menschen entfaltet haben, lassen Diderot, den Verfasser des</rel> <e1>Artikels</e1>, nicht die moralische Fragwürdigkeit des Menschen vergessen: »la bassesse ou l’atrocité des actions par lesquelles s’avilit souvent ce roi de la nature«.;Encyclopédie about Zivilisation;about;SH;;Artikels;, die bewunderswerten produktiven Kräfte, die Menschen entfaltet haben, lassen Diderot, den Verfasser des;zivilisatorische Leistung;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;Die zivilisatorische Leistung, die bewunderswerten produktiven Kräfte, die Menschen entfaltet haben, lassen <e1>Diderot</e1><rel> den Verfasser des Artikels, nicht die </rel><e2>moralische Fragwürdigkeit</e2> des Menschen vergessen: »la bassesse ou l’atrocité des actions par lesquelles s’avilit souvent ce roi de la nature«.;Denis Diderot topicInterest Moral;topicInterest;SH;;Diderot; den Verfasser des Artikels, nicht die ;moralische Fragwürdigkeit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt <e1>der Verfasser</e1><rel> im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des</rel> <e2>Individuums</e2> mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Denis Diderot topicInterest Individuum;topicInterest;SH;;der Verfasser; im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des;Individuums;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt <e1>der Verfasser</e1><rel> im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem </rel><e2>Wohlergehen der Nation</e2> zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Denis Diderot topicInterest Allgemeinwohl;topicInterest;SH;;der Verfasser; im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem ;Wohlergehen der Nation;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt <e1>der Verfasser</e1> <rel>im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der </rel><e2>Nation</e2> zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Denis Diderot topicInterest Zivilisation*;topicInterest;SH;*Bevölkerungswachstum;der Verfasser;im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der ;Nation;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt <e1>der Verfasser</e1><rel> im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl;</rel> <e2>Fleiß</e2> und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Denis Diderot topicInterest Fleiß;topicInterest;SH;;der Verfasser;" im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl;";Fleiß;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt <e1>der Verfasser</e1><rel> im zweiten Teil des Artikels eine Reihe</rel> <e2>politischer oderökonomischer Maßnahmen</e2>  an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Denis Diderot topicInterest Politik;topicInterest;SH;;der Verfasser; im zweiten Teil des Artikels eine Reihe;politischer oderökonomischer Maßnahmen;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt <e1>der Verfasser</e1><rel> im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle </rel><e2>Freiheit</e2> gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Denis Diderot topicInterest Freiheit;topicInterest;SH;;der Verfasser;" im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle ";Freiheit;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt <e1>der Verfasser</e1><rel> im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und</rel> <e2>kommerzielle Freiheit</e2> gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Denis Diderot topicInterest Finanzen;topicInterest;SH;;der Verfasser;" im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und";kommerzielle Freiheit;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt <e1>der Verfasser</e1> <rel>im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des </rel><e2>Individuums</e2> mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Encyclopédie about Individuum;about;SH;;der Verfasser;im zweiten Teil des Artikels eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des ;Individuums;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt der Verfasser im <e1>zweiten Teil des Artikels</e1> <rel>eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem </rel><e2>Wohlergehen der Nation</e2> zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Encyclopédie about Allgemeinwohl;about;SH;;zweiten Teil des Artikels;eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem ;Wohlergehen der Nation;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt der Verfasser im <e1>zweiten Teil des Artikels</e1> <rel>eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der</rel> <e2>Nation</e2> zu verbinden: Steigerung der Bevölkerungszahl; Fleiß und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Encyclopédie about Zivilisation;about;SH;;zweiten Teil des Artikels;eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der;Nation;ZZZ
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;326;"Konsequenterweise führt der Verfasser im <e1>zweiten Teil des Artikels</e1><rel> eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; </rel><e2>Fleiß</e2> und Arbeitskraft würden durch die politische und kommerzielle Freiheit gefördert; Förderung der Volksgesundheit; staatliche Arbeitsbeschaffung; Steigerung der landwirtschaftlichen Produktivität durch steuerliche Entlastung und entsprechende Belastung des Dienstleistungsgewerbes; ein möglichst gleichmäßig zu verteilendes Sozialprodukt.";Encyclopédie about Fleiß;about;SH;;zweiten Teil des Artikels;" eine Reihe politischer oder ökonomischer Maßnahmen an, um das Glück des Individuums mit dem Wohlergehen der Nation zu verbinden: Steigerung der Bevölkerungszahl; ";Fleiß;ZZZ
