Autor;Titel;Passage;Aussage;Code des Typs;E1;Relation;E2;POST;Seite;Annotator/in;Nr
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;obschon <e1>Voltaire</e1><rel> klassisch Dramaturgie formal verhaften bleiben entscheidend Impuls Auflösung starren Regelkorsetts antik Stoff Stoffkreise philosophisch Tragödie fruchtbar national Geschichte Zaire 1732 Adélaïde Guesclin 1734 außereuropäisch Stoff exotisch geltend Handlungsorte salonfähig erklären </rel><e2>Peru</e2> Alzire 1736 Nahe Osten Le fanatisme ou Mahomet le prophète 1741 China Lorphelin de la Chine 1755 überwinden doctrine classique thematisch;Voltaire topicInterest Lateinamerika*;topicInterest;Voltaire;klassisch Dramaturgie formal verhaften bleiben entscheidend Impuls Auflösung starren Regelkorsetts antik Stoff Stoffkreise philosophisch Tragödie fruchtbar national Geschichte Zaire 1732 Adélaïde Guesclin 1734 außereuropäisch Stoff exotisch geltend Handlungsorte salonfähig erklären;Peru;ZZZ;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;obschon <e1>Voltaire</e1><rel> klassisch Dramaturgie formal verhaften bleiben entscheidend Impuls Auflösung starren Regelkorsetts antik Stoff Stoffkreise philosophisch Tragödie fruchtbar national Geschichte Zaire 1732 Adélaïde Guesclin 1734 außereuropäisch Stoff exotisch geltend Handlungsorte salonfähig erklären Peru Alzire 1736 </rel><e2>Nahen Osten</e2> Le fanatisme ou Mahomet le prophète 1741 China Lorphelin de la Chine 1755 überwinden doctrine classique thematisch;Voltaire topicInterest Orient*;topicInterest;Voltaire;klassisch Dramaturgie formal verhaften bleiben entscheidend Impuls Auflösung starren Regelkorsetts antik Stoff Stoffkreise philosophisch Tragödie fruchtbar national Geschichte Zaire 1732 Adélaïde Guesclin 1734 außereuropäisch Stoff exotisch geltend Handlungsorte salonfähig erklären Peru Alzire 1736;Nahe Osten;ZZZ;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;obschon <e1>Voltaire</e1><rel> klassisch Dramaturgie formal verhaften bleiben entscheidend Impuls Auflösung starren Regelkorsetts antik Stoff Stoffkreise philosophisch Tragödie fruchtbar national Geschichte Zaire 1732 Adélaïde Guesclin 1734 außereuropäisch Stoff exotisch geltend Handlungsorte salonfähig erklären Peru Alzire 1736 Nahe Osten Le fanatisme ou Mahomet le prophète 1741 </rel><e2>China</e2> Lorphelin de la Chine 1755 überwinden doctrine classique thematisch;Voltaire topicInterest China;topicInterest;Voltaire;klassisch Dramaturgie formal verhaften bleiben entscheidend Impuls Auflösung starren Regelkorsetts antik Stoff Stoffkreise philosophisch Tragödie fruchtbar national Geschichte Zaire 1732 Adélaïde Guesclin 1734 außereuropäisch Stoff exotisch geltend Handlungsorte salonfähig erklären Peru Alzire 1736 Nahe Osten Le fanatisme ou Mahomet le prophète 1741;China;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;obschon Voltaire klassisch Dramaturgie formal verhaften bleiben entscheidend Impuls Auflösung starren Regelkorsetts antik Stoff Stoffkreise philosophisch Tragödie fruchtbar national <e2>Geschichte</e2><rel> Zaire 1732 </rel><e1>Adélaïde Guesclin</e1> 1734 außereuropäisch Stoff exotisch geltend Handlungsorte salonfähig erklären Peru Alzire 1736 Nahe Osten Le fanatisme ou Mahomet le prophète 1741 China Lorphelin de la Chine 1755 überwinden doctrine classique thematisch;Adélaïde du Guesclin about Geschichte;about;Adélaïde Guesclin;Zaire 1732;Geschichte;RSU;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;<e2>Komödie</e2><rel> Vorbild Molièrcs erfahren psychologisch Liebeskomödien </rel><e1>Marivaux</e1> comédie larmoyante Nivelle de la Chaussées deutlich Niedergang Lache zugunsten sensibilité attendrissement Diskredit geraten;Pierre Carlet de Marivaux topicInterest Komödie;topicInterest;Marivaux;Vorbild Molièrcs erfahren psychologisch Liebeskomödien;Komödie;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;<e2>Komödie</e2><rel> Vorbild Molièrcs erfahren psychologisch Liebeskomödien Marivaux comédie larmoyante </rel><e1>Nivelle de la Chaussée</e1>s deutlich Niedergang Lache zugunsten sensibilité attendrissement Diskredit geraten;Nivelle de la Chaussée topicInterest Komödie;topicInterest;Nivelle de la Chaussée;Vorbild Molièrcs erfahren psychologisch Liebeskomödien Marivaux comédie larmoyante;Komödie;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist bürgerlich Milieu ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen <e2>Gesellschaftskritik</e2><rel> subjektiv Perspektive bürgerlich Frau </rel><e1>Challe</e1>s Les illuster Françaises 1713 ausländisch Reisende Montesquieus Lettres persanes 1721 Emporkömmlings Jacob Marivaux Paysan parvenu 173435 erfolgen;Robert Challe topicInterest Gesellschaftskritik;topicInterest;Challe;subjektiv Perspektive bürgerlich Frau;Gesellschaftskritik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist <e2>bürgerlichen Milieu</e2><rel> ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen Gesellschaftskritik subjektiv Perspektive bürgerlich Frau </rel><e1>Challe</e1>s Les illuster Françaises 1713 ausländisch Reisende Montesquieus Lettres persanes 1721 Emporkömmlings Jacob Marivaux Paysan parvenu 173435 erfolgen;Robert Challe topicInterest Bürgertum;topicInterest;Challe;ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen Gesellschaftskritik subjektiv Perspektive bürgerlich Frau;bürgerlich Milieu;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist bürgerlich Milieu ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen <e2>Gesellschaftskritik</e2><rel> subjektiv Perspektive bürgerlich Frau Challes </rel><e1>Les illuster Françaises</e1> 1713 ausländisch Reisende Montesquieus Lettres persanes 1721 Emporkömmlings Jacob Marivaux Paysan parvenu 173435 erfolgen;Les illustres Françaises about Gesellschaftskritik;about;Les illuster Françaises;subjektiv Perspektive bürgerlich Frau Challes;Gesellschaftskritik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist <e2>bürgerlichen Milieu</e2><rel> ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen Gesellschaftskritik subjektiv Perspektive bürgerlich Frau Challes </rel><e1>Les illuster Françaises</e1> 1713 ausländisch Reisende Montesquieus Lettres persanes 1721 Emporkömmlings Jacob Marivaux Paysan parvenu 173435 erfolgen;Les illustres Françaises about Bürgertum;about;Les illuster Françaises;ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen Gesellschaftskritik subjektiv Perspektive bürgerlich Frau Challes;bürgerlich Milieu;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist bürgerlich Milieu ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen <e2>Gesellschaftskritik</e2><rel> subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch Reisende </rel><e1>Montesquieu</e1>s Lettres persanes 1721 Emporkömmlings Jacob Marivaux Paysan parvenu 173435 erfolgen;Montesquieu topicInterest Gesellschaftskritik;topicInterest;Montesquieu;subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch Reisende;Gesellschaftskritik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist bürgerlich Milieu ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen Gesellschaftskritik subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch <e2>Reisenden</e2><rel> </rel><e1>Montesquieu</e1>s Lettres persanes 1721 Emporkömmlings Jacob Marivaux Paysan parvenu 173435 erfolgen;Montesquieu topicInterest Reisen;topicInterest;Montesquieu;;Reisende;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist bürgerlich Milieu ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen <e2>Gesellschaftskritik</e2><rel> subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch Reisende Montesquieus </rel><e1>Lettres persanes</e1> 1721 Emporkömmlings Jacob Marivaux Paysan parvenu 173435 erfolgen;Lettres persanes about Gesellschaftskritik;about;Lettres persanes;subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch Reisende Montesquieus;Gesellschaftskritik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist bürgerlich Milieu ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen Gesellschaftskritik subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch <e2>Reisenden</e2><rel> Montesquieus </rel><e1>Lettres persanes</e1> 1721 Emporkömmlings Jacob Marivaux Paysan parvenu 173435 erfolgen;Lettres persanes about Reisen;about;Lettres persanes;Montesquieus;Reisende;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist bürgerlich Milieu ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen <e2>Gesellschaftskritik</e2><rel> subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch Reisende Montesquieus Lettres persanes 1721 Emporkömmlings Jacob </rel><e1>Marivaux</e1> Paysan parvenu 173435 erfolgen;Pierre Carlet de Marivaux topicInterest Gesellschaftskritik;topicInterest;Marivaux;subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch Reisende Montesquieus Lettres persanes 1721 Emporkömmlings Jacob;Gesellschaftskritik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Meist bürgerlich Milieu ansiedeln stark realitätsbezogen weisen Roman sowohl formal thematisch groß Distanz literaturtheoretischen Ideale französisch Klassik Spiegel bürgerlich Selbstbewußtsein dienen <e2>Gesellschaftskritik</e2><rel> subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch Reisende Montesquieus Lettres persanes 1721 Emporkömmlings Jacob Marivaux </rel><e1>Paysan parvenu</e1> 173435 erfolgen;Paysan parvenu about Gesellschaftskritik;about;Paysan parvenu;subjektiv Perspektive bürgerlich Frau Challes Les illuster Françaises 1713 ausländisch Reisende Montesquieus Lettres persanes 1721 Emporkömmlings Jacob Marivaux;Gesellschaftskritik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Voltaires Feind Jean Baptiste <e1>Rousseau</e1><rel> 18 Jh le grand Rousseau feiern Jean Racines Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren </rel><e2>religiöse Lyrik</e2> verfassen illustrieren Voltaires aufklärerisch inspiriert Epos La Henriade Fassung 1723 endgültig Fassung 1728 distanzieren Umgang französisch Klassik inhaltlich formale Bezug Homer Vergil Racine Corneille belegen Voltaires dichterisch Geschick Versuch Epos erneuern Dienst Aufklärung stellen;Jean-Jacques Rousseau topicInterest Religion;topicInterest;Rousseau;18 Jh le grand Rousseau feiern Jean Racines Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren;religiös Lyrik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Voltaires Feind Jean Baptiste Rousseau 18 Jh le grand Rousseau feiern Jean <e1>Racine</e1><rel> Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren </rel><e2>religiöse Lyrik</e2> verfassen illustrieren Voltaires aufklärerisch inspiriert Epos La Henriade Fassung 1723 endgültig Fassung 1728 distanzieren Umgang französisch Klassik inhaltlich formale Bezug Homer Vergil Racine Corneille belegen Voltaires dichterisch Geschick Versuch Epos erneuern Dienst Aufklärung stellen;Louis Racine topicInterest Religion;topicInterest;Racine;Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren;religiös Lyrik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;Voltaires Feind Jean Baptiste Rousseau 18 Jh le grand Rousseau feiern Jean Racines Sohn Louis <e1>Lefranc de Pompignan</e1> <rel> klassizistischen Regel konzipieren </rel><e2>religiöse Lyrik</e2> verfassen illustrieren Voltaires aufklärerisch inspiriert Epos La Henriade Fassung 1723 endgültig Fassung 1728 distanzieren Umgang französisch Klassik inhaltlich formale Bezug Homer Vergil Racine Corneille belegen Voltaires dichterisch Geschick Versuch Epos erneuern Dienst Aufklärung stellen;Jean-Jacques Lefranc de Pompignan topicInterest Religion;topicInterest;Lefranc de Pompignan;klassizistischen Regel konzipieren;religiös Lyrik;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;<e1>Voltaire</e1><rel> Feind Jean Baptiste Rousseau 18 Jh le grand Rousseau feiern Jean Racines Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren religiös Lyrik verfassen illustrieren Voltaires aufklärerisch inspiriert Epos La Henriade Fassung 1723 endgültig Fassung 1728 distanzieren Umgang französisch Klassik inhaltlich formale Bezug </rel><e2>Homer</e2> Vergil Racine Corneille belegen Voltaires dichterisch Geschick Versuch Epos erneuern Dienst Aufklärung stellen;Voltaire topicInterest Homer*;topicInterest;Voltaire;Feind Jean Baptiste Rousseau 18 Jh le grand Rousseau feiern Jean Racines Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren religiös Lyrik verfassen illustrieren Voltaires aufklärerisch inspiriert Epos La Henriade Fassung 1723 endgültig Fassung 1728 distanzieren Umgang französisch Klassik inhaltlich formale Bezug;Homer;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;<e1>Voltaire</e1><rel> Feind Jean Baptiste Rousseau 18 Jh le grand Rousseau feiern Jean Racines Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren religiös Lyrik verfassen illustrieren Voltaires aufklärerisch inspiriert Epos La Henriade Fassung 1723 endgültig Fassung 1728 distanzieren Umgang französisch Klassik inhaltlich formale Bezug Homer </rel><e2>Vergil</e2> Racine Corneille belegen Voltaires dichterisch Geschick Versuch Epos erneuern Dienst Aufklärung stellen;Voltaire topicInterest Vergil*;topicInterest;Voltaire;Feind Jean Baptiste Rousseau 18 Jh le grand Rousseau feiern Jean Racines Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren religiös Lyrik verfassen illustrieren Voltaires aufklärerisch inspiriert Epos La Henriade Fassung 1723 endgültig Fassung 1728 distanzieren Umgang französisch Klassik inhaltlich formale Bezug Homer;Vergil;nan;nan;nan;nan
Bauer-Funke, Cerstin;Die französische Literatur des 18. Jahrhunderts: Theorien und Entwürfe;<e1>Voltaire</e1><rel> Feind Jean Baptiste Rousseau 18 Jh le grand Rousseau feiern Jean </rel><e2>Racine</e2>s Sohn Louis Lefranc de Pompignan klassizistischen Regel konzipieren religiös Lyrik verfassen illustrieren Voltaires aufklärerisch inspiriert Epos La Henriade Fassung 1723 endgültig Fassung 1728 distanzieren Umgang französisch Klassik inhaltlich formale Bezug Homer Vergil Racine Corneille belegen Voltaires dichterisch Geschick Versuch Epos erneuern Dienst Aufklärung stellen;Voltaire topicInterest Louis Racine;topicInterest;Voltaire;Feind Jean Baptiste Rousseau 18 Jh le grand Rousseau feiern Jean;Racine;nan;nan;nan;nan
